Article,Searches,Social_References
C14095,256,77
D14096,234,47
E14097,20,6
F14098,27,5
G14099,117,23
H14100,174,17
I14101,262,79
J14102,213,64
K14103,78,23
L14104,160,48
M14105,268,54
N14106,168,50
O14107,26,8
P14108,99,20
Q14109,164,49
R14110,235,24
S14111,204,61
T14112,22,4
U14113,58,6
V14114,196,20
W14115,319,64
X14116,266,53
Y14117,237,24
Z14118,237,47
A14119,213,64
B14120,232,23
C14121,54,11
D14122,220,22
E14123,311,62
F14124,214,64
G14125,113,34
H14126,203,61
I14127,244,49
J14128,108,22
K14129,173,17
L14130,130,26
M14131,193,39
N14132,82,16
O14133,142,28
P14134,114,34
Q14135,242,48
R14136,25,8
S14137,282,56
T14138,103,10
U14139,181,36
V14140,19,6
W14141,179,18
X14142,241,72
Y14143,112,11
Z14144,225,23
A14145,101,30
B14146,135,41
C14147,189,19
D14148,172,17
E14149,54,5
F14150,183,37
G14151,232,46
H14152,222,67
I14153,128,13
J14154,256,51
K14155,98,20
L14156,206,21
M14157,100,30
N14158,64,13
O14159,46,5
P14160,81,24
Q14161,228,23
R14162,284,57
S14163,53,11
T14164,200,40
U14165,319,96
V14166,42,4
W14167,81,16
X14168,139,42
Y14169,135,27
Z14170,209,21
A14171,85,17
B14172,58,6
C14173,98,20
D14174,20,6
E14175,305,61
F14176,225,45
G14177,84,17
H14178,241,72
I14179,116,23
J14180,29,3
K14181,257,77
L14182,178,36
M14183,23,7
N14184,110,22
O14185,169,51
P14186,113,23
Q14187,141,28
R14188,108,11
S14189,252,50
T14190,139,14
U14191,74,15
V14192,314,31
W14193,188,38
X14194,80,8
Y14195,172,17
Z14196,120,12
A14197,21,2
B14198,246,25
C14199,236,71
D14200,196,39
E14201,150,15
F14202,63,6
G14203,159,48
H14204,117,23
I14205,68,20
J14206,61,6
K14207,57,17
L14208,109,11
M14209,203,61
N14210,214,64
O14211,57,6
P14212,132,26
Q14213,306,31
R14214,178,18
S14215,82,16
T14216,137,27
U14217,275,28
V14218,176,53
W14219,260,78
X14220,133,40
Y14221,171,34
Z14222,57,17
A14223,112,22
B14224,76,8
C14225,273,82
D14226,192,58
E14227,126,25
F14228,112,34
G14229,105,21
H14230,188,19
I14231,83,25
J14232,173,52
K14233,218,44
L14234,115,35
M14235,132,40
N14236,187,56
O14237,284,85
P14238,238,24
Q14239,75,23
R14240,52,16
S14241,270,54
T14242,181,18
U14243,69,21
V14244,219,44
W14245,208,21
X14246,199,40
Y14247,110,11
Z14248,175,53
A14249,142,43
B14250,123,12
C14251,261,52
D14252,104,31
E14253,24,5
F14254,115,23
G14255,138,41
H14256,22,4
I14257,229,46
J14258,42,4
K14259,211,63
L14260,201,60
M14261,55,17
N14262,100,30
O14263,28,6
P14264,75,23
Q14265,159,48
R14266,116,35
S14267,139,42
T14268,41,8
U14269,70,21
V14270,53,11
W14271,224,67
X14272,293,29
Y14273,270,81
Z14274,56,6
A14275,85,9
B14276,245,49
C14277,116,23
D14278,57,6
E14279,82,16
F14280,172,34
G14281,84,8
H14282,126,13
I14283,156,31
J14284,116,23
K14285,223,45
L14286,231,46
M14287,229,23
N14288,235,71
O14289,217,22
P14290,213,64
Q14291,194,19
R14292,59,12
S14293,221,44
T14294,44,13
U14295,81,16
V14296,141,14
W14297,45,5
X14298,229,46
Y14299,172,52
Z14300,42,13
A14301,171,51
B14302,84,25
C14303,171,17
D14304,242,24
E14305,134,40
F14306,20,4
G14307,213,64
H14308,179,18
I14309,218,65
J14310,156,47
K14311,250,50
L14312,168,34
M14313,220,22
N14314,229,23
O14315,136,41
P14316,19,6
Q14317,239,72
R14318,250,25
S14319,203,20
T14320,202,61
U14321,134,27
V14322,149,45
W14323,62,12
X14324,156,31
Y14325,224,22
Z14326,137,41
A14327,173,35
B14328,19,2
C14329,27,8
D14330,172,52
E14331,299,30
F14332,49,5
G14333,99,30
H14334,307,61
I14335,166,17
J14336,260,26
K14337,233,23
L14338,238,48
M14339,29,6
N14340,295,89
O14341,132,26
P14342,203,41
Q14343,274,82
R14344,23,2
S14345,157,47
T14346,57,6
U14347,228,46
V14348,207,21
W14349,228,46
X14350,121,12
Y14351,116,12
Z14352,138,14
A14353,20,6
B14354,23,2
C14355,48,14
D14356,51,5
E14357,82,25
F14358,58,6
G14359,155,31
H14360,193,39
I14361,164,49
J14362,201,60
K14363,186,56
L14364,161,16
M14365,48,5
N14366,94,28
O14367,374,112
P14368,183,18
Q14369,263,79
R14370,109,33
S14371,230,46
T14372,230,69
U14373,280,56
V14374,86,9
W14375,208,21
X14376,174,35
Y14377,226,45
Z14378,197,39
A14379,134,40
B14380,171,17
C14381,26,8
D14382,65,20
E14383,189,19
F14384,277,28
G14385,117,23
H14386,153,15
I14387,163,49
J14388,64,6
K14389,212,21
L14390,80,8
M14391,116,23
N14392,59,18
O14393,266,27
P14394,236,47
Q14395,184,55
R14396,142,28
S14397,40,8
T14398,148,15
U14399,158,32
V14400,278,56
W14401,21,4
X14402,104,31
Y14403,283,57
Z14404,163,49
A14405,201,60
B14406,218,65
C14407,190,57
D14408,60,6
E14409,129,26
F14410,205,41
G14411,185,37
H14412,25,8
I14413,310,31
J14414,91,9
K14415,127,13
L14416,295,59
M14417,195,59
N14418,192,19
O14419,26,5
P14420,218,44
Q14421,259,78
R14422,28,3
S14423,80,16
T14424,136,41
U14425,180,54
V14426,19,6
W14427,76,23
X14428,76,15
Y14429,171,17
Z14430,126,13
A14431,199,40
B14432,187,19
C14433,44,9
D14434,308,62
E14435,187,19
F14436,168,17
G14437,49,10
H14438,42,13
I14439,120,24
J14440,167,33
K14441,191,38
L14442,40,8
M14443,174,35
N14444,227,23
O14445,144,29
P14446,86,9
Q14447,315,95
R14448,106,32
S14449,102,10
T14450,49,15
U14451,112,11
V14452,120,36
W14453,202,40
X14454,232,46
Y14455,58,6
Z14456,181,54
A14457,211,42
B14458,46,5
C14459,81,16
D14460,269,81
E14461,57,11
F14462,21,6
G14463,77,15
H14464,86,9
I14465,211,21
J14466,84,17
K14467,116,12
L14468,100,10
M14469,180,18
N14470,195,59
O14471,113,23
P14472,107,32
Q14473,62,19
R14474,127,38
S14475,102,10
T14476,203,61
U14477,184,55
V14478,91,18
W14479,21,2
X14480,196,20
Y14481,283,57
Z14482,147,29
A14483,115,12
B14484,44,13
C14485,157,31
D14486,304,30
E14487,110,22
F14488,233,47
G14489,56,17
H14490,26,8
I14491,126,38
J14492,83,17
K14493,151,45
L14494,113,34
M14495,127,13
N14496,40,4
O14497,78,16
P14498,51,15
Q14499,56,17
R14500,91,9
S14501,227,68
T14502,223,67
U14503,155,31
V14504,182,36
W14505,169,51
X14506,239,72
Y14507,245,49
Z14508,141,28
A14509,191,38
B14510,135,27
C14511,68,20
D14512,257,26
E14513,927,278
F14514,432,43
G14515,347,35
H14516,50,15
I14517,98,20
J14518,42,4
K14519,167,50
L14520,85,26
M14521,90,9
N14522,166,17
O14523,113,23
P14524,165,50
Q14525,116,35
R14526,84,17
S14527,86,9
T14528,222,44
U14529,245,74
V14530,3005,902
W14531,45,9
X14532,203,20
Y14533,25,3
Z14534,230,46
A14535,78,16
B14536,238,71
C14537,101,20
D14538,62,6
E14539,216,65
F14540,318,64
G14541,56,11
H14542,22,4
I14543,53,5
J14544,60,12
K14545,19,6
L14546,19,4
M14547,84,8
N14548,255,26
O14549,171,51
P14550,322,32
Q14551,267,80
R14552,104,21
S14553,257,51
T14554,78,23
U14555,149,30
V14556,312,62
W14557,261,26
X14558,150,30
Y14559,234,47
Z14560,199,40
A14561,261,52
B14562,54,16
C14563,170,51
D14564,268,54
E14565,235,24
F14566,89,18
G14567,26,8
H14568,28,6
I14569,76,8
J14570,134,40
K14571,77,23
L14572,182,36
M14573,123,12
N14574,232,70
O14575,21,6
P14576,136,27
Q14577,73,22
R14578,95,19
S14579,157,16
T14580,119,24
U14581,186,56
V14582,21,2
W14583,196,20
X14584,210,21
Y14585,172,17
Z14586,21,4
A14587,162,32
B14588,224,45
C14589,58,12
D14590,225,45
E14591,70,14
F14592,155,16
G14593,102,31
H14594,256,26
I14595,139,42
J14596,87,9
K14597,266,27
L14598,23,7
M14599,171,34
N14600,298,30
O14601,26,3
P14602,155,16
Q14603,62,6
R14604,134,27
S14605,20,6
T14606,206,21
U14607,183,55
V14608,110,33
W14609,228,68
X14610,45,5
Y14611,227,23
Z14612,48,14
A14613,96,10
B14614,290,29
C14615,222,22
D14616,61,12
E14617,262,79
F14618,96,19
G14619,262,79
H14620,173,52
I14621,186,19
J14622,125,13
K14623,42,8
L14624,85,17
M14625,104,10
N14626,115,12
O14627,260,26
P14628,264,26
Q14629,137,41
R14630,259,52
S14631,218,22
T14632,115,23
U14633,85,17
V14634,163,49
W14635,85,17
X14636,239,24
Y14637,140,14
Z14638,193,58
A14639,136,27
B14640,291,58
C14641,138,41
D14642,207,21
E14643,122,37
F14644,88,18
G14645,293,59
H14646,127,38
I14647,270,54
J14648,190,38
K14649,38,11
L14650,153,15
M14651,294,59
N14652,212,21
O14653,288,58
P14654,48,14
Q14655,55,17
R14656,245,25
S14657,193,39
T14658,129,13
U14659,136,41
V14660,110,22
W14661,64,19
X14662,288,29
Y14663,25,5
Z14664,38,4
A14665,58,17
B14666,147,29
C14667,122,24
D14668,141,14
E14669,23,2
F14670,271,81
G14671,121,24
H14672,148,15
I14673,79,24
J14674,135,41
K14675,197,39
L14676,200,40
M14677,42,4
N14678,40,4
O14679,411,82
P14680,104,21
Q14681,271,81
R14682,304,61
S14683,39,8
T14684,128,13
U14685,20,4
V14686,263,26
W14687,96,19
X14688,171,51
Y14689,173,17
Z14690,71,14
A14691,124,25
B14692,19,6
C14693,217,22
D14694,215,22
E14695,73,15
F14696,186,19
G14697,251,25
H14698,139,14
I14699,21,6
J14700,42,8
K14701,70,7
L14702,228,23
M14703,310,62
N14704,69,7
O14705,92,9
P14706,174,17
Q14707,92,9
R14708,102,20
S14709,134,27
T14710,65,13
U14711,235,47
V14712,95,29
W14713,142,14
X14714,53,11
Y14715,139,42
Z14716,246,25
A14717,75,15
B14718,142,43
C14719,131,26
D14720,29,3
E14721,25,5
F14722,73,7
G14723,41,12
H14724,173,52
I14725,224,67
J14726,165,33
K14727,120,24
L14728,86,17
M14729,85,17
N14730,139,42
O14731,212,42
P14732,40,8
Q14733,95,19
R14734,180,36
S14735,154,15
T14736,50,10
U14737,317,95
V14738,259,26
W14739,108,22
X14740,217,43
Y14741,129,26
Z14742,135,27
A14743,21,6
B14744,20,6
C14745,242,73
D14746,120,24
E14747,28,6
F14748,126,38
G14749,175,53
H14750,112,22
I14751,153,15
J14752,187,19
K14753,201,20
L14754,239,48
M14755,142,14
N14756,272,54
O14757,205,62
P14758,222,67
Q14759,255,77
R14760,119,24
S14761,27,3
T14762,193,19
U14763,215,43
V14764,60,6
W14765,105,32
X14766,203,61
Y14767,135,14
Z14768,49,15
A14769,234,70
B14770,51,15
C14771,252,50
D14772,128,13
E14773,211,63
F14774,254,25
G14775,57,17
H14776,113,11
I14777,116,23
J14778,137,41
K14779,228,46
L14780,90,18
M14781,29,3
N14782,28,6
O14783,112,22
P14784,305,61
Q14785,67,7
R14786,116,23
S14787,75,15
T14788,134,27
U14789,251,25
V14790,244,24
W14791,265,27
X14792,208,42
Y14793,100,20
Z14794,51,10
A14795,206,62
B14796,90,27
C14797,138,28
D14798,138,14
E14799,56,6
F14800,57,11
G14801,21,4
H14802,246,25
I14803,20,2
J14804,111,33
K14805,70,7
L14806,54,11
M14807,269,27
N14808,137,14
O14809,217,43
P14810,250,50
Q14811,222,67
R14812,278,28
S14813,84,8
T14814,87,9
U14815,100,30
V14816,26,8
W14817,265,80
X14818,228,68
Y14819,76,23
Z14820,120,24
A14821,325,33
B14822,293,59
C14823,81,8
D14824,234,47
E14825,140,14
F14826,190,38
G14827,106,21
H14828,195,39
I14829,116,35
J14830,21,6
K14831,81,8
L14832,113,34
M14833,81,16
N14834,140,42
O14835,134,13
P14836,84,25
Q14837,217,22
R14838,157,16
S14839,287,29
T14840,226,68
U14841,63,19
V14842,119,24
W14843,186,19
X14844,225,23
Y14845,107,32
Z14846,132,26
A14847,292,88
B14848,86,9
C14849,179,54
D14850,152,30
E14851,215,22
F14852,142,28
G14853,320,32
H14854,209,63
I14855,225,45
J14856,289,87
K14857,218,22
L14858,56,6
M14859,161,32
N14860,150,15
O14861,228,68
P14862,165,50
Q14863,164,33
R14864,243,24
S14865,258,26
T14866,210,63
U14867,212,64
V14868,233,23
W14869,257,51
X14870,176,35
Y14871,24,5
Z14872,104,31
A14873,217,43
B14874,191,57
C14875,103,21
D14876,123,12
E14877,158,47
F14878,23,5
G14879,41,4
H14880,311,93
I14881,19,6
J14882,58,17
K14883,76,8
L14884,201,20
M14885,54,16
N14886,187,37
O14887,237,47
P14888,150,15
Q14889,124,25
R14890,23,7
S14891,266,80
T14892,261,26
U14893,266,80
V14894,239,72
W14895,86,17
X14896,128,38
Y14897,140,42
Z14898,193,58
A14899,162,32
B14900,22,4
C14901,56,6
D14902,144,43
E14903,304,91
F14904,140,42
G14905,257,51
H14906,99,20
I14907,143,43
J14908,97,29
K14909,58,6
L14910,162,49
M14911,57,6
N14912,28,6
O14913,187,56
P14914,137,27
Q14915,245,25
R14916,51,15
S14917,204,20
T14918,139,14
U14919,129,13
V14920,221,66
W14921,167,33
X14922,225,45
Y14923,21,2
Z14924,166,17
A14925,276,55
B14926,75,15
C14927,192,19
D14928,129,39
E14929,76,23
F14930,97,19
G14931,69,7
H14932,92,9
I14933,193,58
J14934,196,20
K14935,183,55
L14936,195,59
M14937,173,52
N14938,117,12
O14939,193,58
P14940,260,52
Q14941,216,65
R14942,68,20
S14943,38,8
T14944,229,69
U14945,116,23
V14946,111,22
W14947,185,19
X14948,205,62
Y14949,143,43
Z14950,171,51
A14951,171,17
B14952,166,33
C14953,189,19
D14954,21,4
E14955,227,45
F14956,213,43
G14957,241,24
H14958,56,11
I14959,228,68
J14960,50,15
K14961,218,44
L14962,280,84
M14963,221,66
N14964,84,8
O14965,177,18
P14966,74,15
Q14967,74,7
R14968,127,38
S14969,197,39
T14970,129,39
U14971,193,39
V14972,201,20
W14973,220,22
X14974,146,15
Y14975,263,53
Z14976,258,52
A14977,211,21
B14978,197,20
C14979,107,21
D14980,119,24
E14981,130,39
F14982,61,6
G14983,92,18
H14984,172,17
I14985,168,34
J14986,64,13
K14987,296,30
L14988,216,22
M14989,95,19
N14990,75,23
O14991,121,24
P14992,197,20
Q14993,73,7
R14994,190,19
S14995,218,22
T14996,160,16
U14997,326,33
V14998,123,12
W14999,234,70
X15000,296,59
Y15001,79,16
Z15002,148,15
A15003,110,33
B15004,294,29
C15005,111,33
D15006,27,8
E15007,110,22
F15008,209,42
G15009,23,2
H15010,71,21
I15011,127,25
J15012,75,23
K15013,22,2
L15014,261,78
M15015,174,52
N15016,203,41
O15017,255,77
P15018,210,21
Q15019,267,53
R15020,210,63
S15021,212,21
T15022,152,30
U15023,53,16
V15024,46,14
W15025,256,51
X15026,94,19
Y15027,184,37
Z15028,273,55
A15029,22,4
B15030,194,58
C15031,60,6
D15032,114,11
E15033,71,7
F15034,78,8
G15035,104,21
H15036,21,6
I15037,316,95
J15038,143,14
K15039,74,7
L15040,108,11
M15041,239,72
N15042,116,12
O15043,26,5
P15044,225,23
Q15045,44,13
R15046,103,10
S15047,112,11
T15048,114,11
U15049,141,42
V15050,185,37
W15051,194,39
X15052,228,68
Y15053,336,67
Z15054,214,43
A15055,129,26
B15056,48,14
C15057,167,33
D15058,297,89
E15059,175,18
F15060,264,26
G15061,247,74
H15062,83,25
I15063,19,6
J15064,58,17
K15065,56,17
L15066,97,19
M15067,179,18
N15068,69,14
O15069,191,19
P15070,116,23
Q15071,204,61
R15072,55,17
S15073,220,22
T15074,304,30
U15075,70,21
V15076,205,41
W15077,179,54
X15078,313,94
Y15079,296,89
Z15080,92,18
A15081,250,50
B15082,220,66
C15083,231,46
D15084,28,8
E15085,221,22
F15086,134,27
G15087,48,5
H15088,87,26
I15089,291,29
J15090,130,26
K15091,214,43
L15092,247,25
M15093,86,26
N15094,134,27
O15095,138,14
P15096,185,56
Q15097,99,30
R15098,43,9
S15099,199,60
T15100,99,10
U15101,22,7
V15102,195,59
W15103,102,20
X15104,102,31
Y15105,246,74
Z15106,164,33
A15107,25,8
B15108,209,42
C15109,277,83
D15110,288,29
E15111,149,30
F15112,219,66
G15113,226,45
H15114,146,44
I15115,115,23
J15116,28,8
K15117,241,48
L15118,198,59
M15119,161,16
N15120,74,15
O15121,245,49
P15122,166,50
Q15123,231,69
R15124,204,61
S15125,23,2
T15126,227,23
U15127,296,59
V15128,135,14
W15129,95,29
X15130,306,61
Y15131,133,27
Z15132,198,59
A15133,101,30
B15134,298,89
C15135,133,27
D15136,69,7
E15137,235,47
F15138,107,32
G15139,308,62
H15140,56,17
I15141,181,18
J15142,22,2
K15143,23,5
L15144,56,17
M15145,255,51
N15146,67,20
O15147,66,20
P15148,221,22
Q15149,41,4
R15150,24,7
S15151,125,25
T15152,166,50
U15153,40,4
V15154,122,37
W15155,83,25
X15156,39,8
Y15157,46,9
Z15158,221,44
A15159,58,17
B15160,98,29
C15161,153,15
D15162,839,252
E15163,440,88
F15164,164,33
G15165,26,8
H15166,163,33
I15167,227,23
J15168,193,39
K15169,182,36
L15170,95,10
M15171,110,22
N15172,220,66
O15173,211,21
P15174,216,65
Q15175,72,14
R15176,176,35
S15177,200,60
T15178,212,42
U15179,306,61
V15180,168,17
W15181,112,34
X15182,282,28
Y15183,98,29
Z15184,182,36
A15185,127,25
B15186,7637,2291
C15187,51,5
D15188,145,29
E15189,50,5
F15190,189,57
G15191,198,20
H15192,223,45
I15193,19,4
J15194,308,92
K15195,227,68
L15196,317,32
M15197,67,20
N15198,29,3
O15199,89,27
P15200,150,15
Q15201,81,16
R15202,173,17
S15203,169,34
T15204,114,34
U15205,182,55
V15206,97,29
W15207,204,41
X15208,156,31
Y15209,158,16
Z15210,194,19
A15211,238,48
B15212,144,14
C15213,22,2
D15214,80,24
E15215,127,13
F15216,29,3
G15217,110,22
H15218,251,25
I15219,261,26
J15220,222,22
K15221,151,45
L15222,179,54
M15223,200,60
N15224,200,20
O15225,173,17
P15226,223,67
Q15227,28,6
R15228,19,6
S15229,78,23
T15230,98,10
U15231,65,13
V15232,192,38
W15233,243,24
X15234,24,7
Y15235,218,22
Z15236,79,16
A15237,274,27
B15238,178,36
C15239,80,24
D15240,311,62
E15241,178,53
F15242,116,12
G15243,105,32
H15244,149,45
I15245,43,9
J15246,28,3
K15247,182,18
L15248,50,15
M15249,137,14
N15250,112,11
O15251,155,47
P15252,108,11
Q15253,182,36
R15254,75,15
S15255,214,64
T15256,214,21
U15257,286,86
V15258,257,77
W15259,251,75
X15260,133,40
Y15261,104,10
Z15262,165,17
A15263,29,9
B15264,129,26
C15265,206,21
D15266,301,90
E15267,221,44
F15268,27,3
G15269,96,19
H15270,202,20
I15271,178,18
J15272,222,67
K15273,163,49
L15274,138,41
M15275,423,42
N15276,217,65
O15277,125,13
P15278,240,72
Q15279,42,4
R15280,94,19
S15281,38,8
T15282,42,13
U15283,255,51
V15284,99,10
W15285,42,8
X15286,219,66
Y15287,280,56
Z15288,222,44
A15289,74,15
B15290,149,15
C15291,51,5
D15292,85,9
E15293,114,11
F15294,282,28
G15295,175,18
H15296,164,33
I15297,183,37
J15298,79,16
K15299,195,39
L15300,112,34
M15301,139,14
N15302,255,51
O15303,280,84
P15304,305,61
Q15305,262,26
R15306,246,49
S15307,202,20
T15308,23,2
U15309,46,9
V15310,190,38
W15311,291,87
X15312,124,37
Y15313,22,4
Z15314,229,69
A15315,188,19
B15316,312,31
C15317,26,8
D15318,140,42
E15319,133,27
F15320,271,54
G15321,235,47
H15322,177,18
I15323,97,10
J15324,237,47
K15325,145,29
L15326,75,23
M15327,212,64
N15328,24,5
O15329,231,23
P15330,95,10
Q15331,53,5
R15332,308,31
S15333,113,11
T15334,28,3
U15335,27,8
V15336,225,45
W15337,278,28
X15338,317,95
Y15339,114,11
Z15340,38,8
A15341,100,10
B15342,88,26
C15343,205,62
D15344,38,8
E15345,243,49
F15346,199,40
G15347,29,3
H15348,23,5
I15349,39,4
J15350,58,17
K15351,59,12
L15352,240,72
M15353,157,16
N15354,86,9
O15355,193,19
P15356,85,9
Q15357,50,15
R15358,50,15
S15359,104,10
T15360,110,22
U15361,64,19
V15362,256,77
W15363,228,46
X15364,22,4
Y15365,56,6
Z15366,61,12
A15367,162,16
B15368,198,40
C15369,152,30
D15370,195,39
E15371,71,21
F15372,179,36
G15373,232,46
H15374,85,9
I15375,118,35
J15376,280,28
K15377,57,6
L15378,159,48
M15379,29,3
N15380,140,28
O15381,96,29
P15382,60,18
Q15383,561,56
R15384,168,17
S15385,146,44
T15386,171,51
U15387,58,17
V15388,293,59
W15389,191,19
X15390,117,23
Y15391,1326,398
Z15392,180,36
A15393,183,55
B15394,174,17
C15395,86,9
D15396,208,42
E15397,280,56
F15398,165,50
G15399,107,11
H15400,157,47
I15401,406,122
J15402,56,11
K15403,292,29
L15404,151,15
M15405,26,3
N15406,117,12
O15407,47,5
P15408,183,18
Q15409,124,12
R15410,144,29
S15411,267,27
T15412,20,4
U15413,103,31
V15414,261,52
W15415,151,45
X15416,20,4
Y15417,97,19
Z15418,163,49
A15419,78,23
B15420,196,59
C15421,248,25
D15422,133,27
E15423,167,50
F15424,197,39
G15425,101,20
H15426,317,95
I15427,121,24
J15428,58,17
K15429,28,6
L15430,199,60
M15431,300,30
N15432,25,8
O15433,185,37
P15434,150,45
Q15435,283,57
R15436,192,58
S15437,138,28
T15438,26,8
U15439,60,18
V15440,123,25
W15441,58,6
X15442,189,57
Y15443,97,10
Z15444,102,20
A15445,298,60
B15446,48,5
C15447,53,5
D15448,162,49
E15449,139,42
F15450,262,26
G15451,111,11
H15452,46,5
I15453,210,63
J15454,23,7
K15455,212,21
L15456,174,52
M15457,114,23
N15458,129,39
O15459,215,43
P15460,283,85
Q15461,65,20
R15462,210,63
S15463,95,29
T15464,39,12
U15465,273,27
V15466,57,6
W15467,155,16
X15468,240,72
Y15469,95,29
Z15470,173,17
A15471,19,2
B15472,142,28
C15473,115,35
D15474,231,46
E15475,154,46
F15476,246,74
G15477,185,56
H15478,162,49
I15479,155,31
J15480,145,44
K15481,176,18
L15482,50,5
M15483,198,40
N15484,216,43
O15485,150,45
P15486,139,14
Q15487,113,23
R15488,62,19
S15489,173,35
T15490,153,15
U15491,90,27
V15492,284,85
W15493,142,14
X15494,289,58
Y15495,249,25
Z15496,116,12
A15497,279,56
B15498,157,47
C15499,151,30
D15500,22,2
E15501,53,5
F15502,207,21
G15503,64,13
H15504,28,3
I15505,195,59
J15506,221,22
K15507,256,51
L15508,56,17
M15509,277,28
N15510,94,28
O15511,191,19
P15512,254,76
Q15513,80,8
R15514,118,24
S15515,140,42
T15516,22,4
U15517,104,10
V15518,25,8
W15519,105,11
X15520,155,47
Y15521,64,13
Z15522,44,13
A15523,53,5
B15524,154,46
C15525,49,10
D15526,78,16
E15527,209,21
F15528,148,30
G15529,114,23
H15530,249,75
I15531,298,89
J15532,67,20
K15533,27,8
L15534,141,42
M15535,184,55
N15536,44,9
O15537,115,23
P15538,186,56
Q15539,203,61
R15540,226,23
S15541,254,76
T15542,20,2
U15543,83,17
V15544,148,44
W15545,181,18
X15546,28,6
Y15547,103,21
Z15548,79,16
A15549,121,24
B15550,25,5
C15551,177,18
D15552,106,32
E15553,105,32
F15554,288,29
G15555,195,59
H15556,179,36
I15557,124,12
J15558,115,23
K15559,147,29
L15560,145,29
M15561,220,44
N15562,25,3
O15563,95,19
P15564,233,70
Q15565,172,52
R15566,137,14
S15567,299,90
T15568,49,10
U15569,63,13
V15570,169,51
W15571,292,29
X15572,194,39
Y15573,196,39
Z15574,66,20
A15575,174,35
B15576,62,19
C15577,251,50
D15578,78,16
E15579,190,57
F15580,171,17
G15581,148,30
H15582,223,45
I15583,64,19
J15584,29,9
K15585,152,30
L15586,286,86
M15587,67,20
N15588,21,2
O15589,39,8
P15590,127,38
Q15591,224,22
R15592,119,36
S15593,258,77
T15594,174,35
U15595,233,23
V15596,121,12
W15597,229,69
X15598,61,12
Y15599,22,7
Z15600,256,51
A15601,25,8
B15602,43,9
C15603,124,12
D15604,123,25
E15605,211,21
F15606,139,42
G15607,29,3
H15608,20,4
I15609,26,3
J15610,57,11
K15611,82,8
L15612,79,16
M15613,259,78
N15614,109,11
O15615,101,10
P15616,136,14
Q15617,124,25
R15618,73,22
S15619,121,12
T15620,238,24
U15621,48,5
V15622,170,34
W15623,147,29
X15624,39,12
Y15625,39,4
Z15626,116,23
A15627,180,18
B15628,175,35
C15629,154,15
D15630,178,36
E15631,261,78
F15632,86,26
G15633,181,54
H15634,168,17
I15635,221,22
J15636,156,31
K15637,58,12
L15638,225,45
M15639,63,19
N15640,52,10
O15641,208,62
P15642,203,61
Q15643,218,65
R15644,99,10
S15645,164,49
T15646,72,7
U15647,96,29
V15648,137,27
W15649,240,48
X15650,28,3
Y15651,234,47
Z15652,110,33
A15653,57,17
B15654,145,29
C15655,272,54
D15656,72,7
E15657,173,35
F15658,19,6
G15659,258,26
H15660,247,25
I15661,228,68
J15662,205,62
K15663,40,12
L15664,227,23
M15665,134,27
N15666,20,2
O15667,107,21
P15668,55,17
Q15669,122,12
R15670,160,16
S15671,156,16
T15672,236,24
U15673,58,17
V15674,190,19
W15675,273,55
X15676,57,11
Y15677,191,38
Z15678,100,30
A15679,283,28
B15680,211,42
C15681,70,21
D15682,210,21
E15683,312,62
F15684,173,35
G15685,106,11
H15686,141,42
I15687,158,32
J15688,25,8
K15689,40,12
L15690,73,15
M15691,180,18
N15692,123,12
O15693,196,20
P15694,105,21
Q15695,232,23
R15696,194,58
