Article,MATERIAL_CONTENT_CODE,PRODUCT_TYPES,BUSINESS_SEGMENTS,NRF_COLOR_CODE,MODEL,Sustainablity,MARKETING_CATEGORY
D18542,M3X,14,9758975,302,JEA21,Recycled plastic,JE22
E18543,AT2E,1,9752975,100,KXX08,Recycleable,KX17
F18544,AP36,44,975534,1,FLZ24,Not Applicable,FL3
G18545,AT2E,1,975306,800,FCA14,Recycled plastic,FC16
H18546,TRLN,14,975534,1,KMF40,Recycled,KM5
I18547,AT2O,1,89975,1,LEJ14,Reegrow,LE12
J18548,AT2F,1,30308,100,JLU19,Not Applicable,JL12
K18549,M3X,61,975349,997,KYQ75,Recycleable,KY8
L18550,AT2E,1,885,20,DBF14,Low carbon footprint,DB8
M18551,AT2F,108,3085,1,IAZ43,Vegan,IA15
N18552,M3X,14,975348,1,LCD19,Reegrow,LC7
O18553,PRJP,21,8342,1,FSG92,Vegan,FS5
P18554,DO07,14,303034,650,INU99,Not Applicable,IN19
Q18555,AT2E,1,9752975,1,EBH79,Primeblue nylon,EB10
R18556,AT4P,1,3030975,100,HAN42,Not Applicable,HA23
S18557,M3X,39,897530,36,DQT20,Organic materials,DQ20
T18558,AT3N,163,3030975,100,IHY02,Vegan,IH9
U18559,TRK4,37,975342,1,FRU59,Recycled,FR14
V18560,AT2E,1,97534975,620,IXD81,Low carbon footprint,IX0
W18561,TRK4,215,878,400,JMC00,Primeblue nylon,JM13
X18562,AT3K,1,3030975,100,IWT84,Vegan,IW10
Y18563,AT2X,1,30302,100,LEN50,Organic materials,LE19
Z18564,M3X,267,975348,30,LDW22,Reegrow,LD0
A18565,AT2E,1,97522,261,28551,Primeblue nylon,2812
B18566,AT2E,1,97522,100,GVJ29,Vegan,GV10
C18567,AT2W,1,3030975,40,IB011,Recycleable,IB25
D18568,AT2E,1,3030975,100,LQC16,Recycled plastic,LQ24
E18569,AT2Q,104,89757,1,FCA41,Low carbon footprint,FC8
F18570,AT68,110,30302,100,DVC40,Reegrow,DV13
G18571,AT2O,1,30308,672,FSG37,Vegan,FS21
H18572,TRK7,39,3099,1,LEB47,Organic materials,LE17
I18573,AT2E,1,30302,1,FUE72,Reegrow,FU17
J18574,AT2E,1,885,1,KMF49,PFC free,KM0
K18575,M3X,14,975348,457,BBA43,Organic materials,BB0
L18576,DO01,34,303034,665,GNC37,Low carbon footprint,GN18
M18577,AT2X,1,3098,23,NWY92,Recycled plastic,NW18
N18578,AT2O,202,3095,1,FJD08,Reegrow,FJ10
O18579,AT28,1,3030975,1,IG066,Recycled plastic,IG17
P18580,TRSO,251,3079,301,23781,Recycled,2322
Q18581,AT2E,202,3088,479,GLD90,Reegrow,GL12
R18582,AT2E,1,30302,1,HFX68,Primeblue nylon,HF13
S18583,TRFP,19,342975,1,EBD33,Primeblue nylon,EB1
T18584,TRFU,44,975534,665,DQW36,Vegan,DQ15
U18585,AT28,1,30302,1,LAG37,Recycled,LA5
V18586,AT39,104,9759758,400,28389,Organic materials,2818
W18587,AT2E,1,3098,1,KZL78,Recycleable,KZ0
X18588,AT2E,1,975306,542,FCA38,Recycled plastic,FC20
Y18589,M3X,24,975348,626,EPF00,Primeblue nylon,EP24
Z18590,TRK4,16,9758975,1,GVU41,Organic materials,GV6
A18591,AT4W,1,3030975,610,EKC91,Recycled,EK17
B18592,TRK7,267,3079,35,INU85,Vegan,IN8
C18593,DO0Q,14,303030,100,FWC92,Recycled plastic,FW15
D18594,TRTJ,267,975530,400,HIT27,Recycled,HI8
E18595,DO07,37,30834,1,EOS93,Recycleable,EO3
F18596,TRKY,251,975534,1,FSG89,Not Applicable,FS4
G18597,TRMB,15,97528,685,KYJ17,Recycled,KY8
H18598,AT2E,1,30302,1,LGH55,Primeblue nylon,LG3
I18599,AT4T,104,9759758,400,FYR48,Low carbon footprint,FY22
J18600,TRK4,37,97528,454,DQY20,Not Applicable,DQ11
K18601,AT5W,203,9759758,1,GKZ24,PFC free,GK13
L18602,M3X,79,975349,1,RH141,Recycled plastic,RH1
M18603,AT2E,1,9752975,730,24712,Recycleable,2419
N18604,DO07,14,3078,500,GHR48,Vegan,GH5
O18605,TRK4,37,97528,308,GVP14,Organic materials,GV4
P18606,AT2F,1,9752975,1,EPG45,Recycleable,EP11
Q18607,AT2F,1,30308,1,HJ424,Recycled plastic,HJ14
R18608,AT2R,1,885,1,AQU29,Recycled,AQ14
S18609,TRK4,30,897530,400,KZU70,PFC free,KZ3
T18610,DO01,21,8342,415,JAH03,Reegrow,JA19
U18611,AT2E,1,3030975,415,IYT76,Recycleable,IY25
V18612,AT2X,1,9752975,1,DBI48,Not Applicable,DB12
W18613,AT2E,1,9752975,100,GLD93,Primeblue nylon,GL16
X18614,PRZ3,14,97526,734,14989,Recycled plastic,144
Y18615,PR6J,114,975349,1,KYJ92,Reegrow,KY1
Z18616,TRSV,44,975530,1,IXA07,Low carbon footprint,IX8
A18617,DO07,267,303030,1,IPE48,Vegan,IP11
B18618,AT4N,104,89757,1,EBH07,Not Applicable,EB19
C18619,PRJN,288,975346,1,IYN18,Recycled,IY20
D18620,M3X,73,975349,400,IOR82,Recycleable,IO19
E18621,TRWH,14,3097,35,DBI50,Low carbon footprint,DB13
F18622,TRMD,269,303030,997,KXJ80,PFC free,KX4
G18623,M3X,267,303030,842,EPF87,Recycled,EP15
H18624,M3X,21,303030,1,GSZ76,Organic materials,GS13
I18625,M3X,44,975348,670,IQG50,Recycleable,IQ24
J18626,AT26,1,30930,610,LDG35,PFC free,LD4
K18627,TRSV,44,975530,1,LEF01,Recycleable,LE17
L18628,AT2E,1,3030975,20,A2552,Recycleable,A220
M18629,AT2E,1,3030975,1,KXE83,Recycled plastic,KX21
N18630,AT2Y,1,3098,730,GVT85,Organic materials,GV24
O18631,AT2G,1,3030975,23,GDD76,Not Applicable,GD2
P18632,AT2F,1,3030975,1,JKI16,Recycled plastic,JK11
Q18633,PRJN,29,975346,100,DKQ92,Organic materials,DK1
R18634,AT2O,1,8830,1,29193,Recycleable,2925
S18635,M3X,167,30307,1,LAF69,Vegan,LA1
T18636,AT2E,202,97534975,1,GLM43,Not Applicable,GL20
U18637,AT2O,1,30302,621,KZF78,Low carbon footprint,KZ6
V18638,TRK4,14,97528,650,GLO29,Recycleable,GL6
W18639,TRFP,251,975534,400,IYM76,Recycled plastic,IY9
X18640,AT2E,1,3030975,435,GLM44,Vegan,GL3
Y18641,DO07,14,9759758,100,FSK50,Recycled plastic,FS1
Z18642,DO0S,216,8342,103,29213,Recycled,297
A18643,DO07,13,3079,1,IXX29,Vegan,IX1
B18644,DO1X,19,342975,600,GER43,Low carbon footprint,GE9
C18645,AT2F,1,97522,100,GDD22,Vegan,GD7
D18646,TRK7,21,8342,219,HHA38,PFC free,HH9
E18647,M3X,39,303030,1,GSW99,PFC free,GS2
F18648,AT3Q,1,30930,100,IWR11,Recycleable,IW21
G18649,TRK7,252,303034,1,WF063,Recycled,WF12
H18650,AT2I,1,30302,1,KYQ75,Not Applicable,KY4
I18651,AT3M,1,3095,400,FRV07,Recycleable,FR12
J18652,TRK4,37,3097,343,HAE72,PFC free,HA24
K18653,AT2E,1,3092,690,HAK81,Low carbon footprint,HA25
L18654,M3X,171,30307,40,HJ647,Low carbon footprint,HJ14
M18655,AT2Q,104,89757,1,KXF73,Recycled plastic,KX20
N18656,DO07,205,8342,100,GVU47,Recycleable,GV9
O18657,TRGL,39,83430,1,IPE86,Not Applicable,IP15
P18658,DO01,13,303030,1,BTL66,Recycleable,BT9
Q18659,PRJN,29,975346,100,FYR50,Vegan,FY3
R18660,DO01,78,30307,1,IXL73,Primeblue nylon,IX24
S18661,M3X,39,9758975,1,GTD21,Recycled,GT15
T18662,AT2E,1,9752975,51,FYT18,Recycled plastic,FY23
U18663,TREU,252,303034,51,GVT47,Recycled,GV9
V18664,AT4T,104,9759758,100,LSN26,PFC free,LS14
W18665,AT2E,1,97534975,1,KYU99,Vegan,KY13
X18666,AT2E,1,97522,1,25548,Vegan,2522
Y18667,DO01,14,975534,1,GKE08,Reegrow,GK18
Z18668,TRK4,14,97526,400,HJ339,Reegrow,HJ2
A18669,AT2F,161,3085,503,JIJ23,Recycled plastic,JI8
B18670,AT27,1,3095,100,GVU15,Organic materials,GV25
C18671,AT2E,1,3088,960,88693,Recycled,8825
D18672,TRK7,267,3079,616,FRL96,Recycleable,FR20
E18673,AT39,104,9759758,1,HBF26,Vegan,HB11
F18674,PR6T,39,8342,408,LAG64,Primeblue nylon,LA0
G18675,AT2R,1,3030975,610,EPD75,Vegan,EP11
H18676,ATH2,161,3030975,457,IB659,Reegrow,IB21
I18677,DO07,205,8342,100,IYA79,Recycled plastic,IY12
J18678,TRK7,39,3099,1,HID37,Vegan,HI11
K18679,DO01,30,9759758,610,LSM84,Vegan,LS16
L18680,AT2E,1,30302,34,NQM38,Not Applicable,NQ11
M18681,AT3M,1,3098,400,GUY95,Vegan,GU9
N18682,PRJF,44,975534,1,LED41,PFC free,LE22
O18683,DO07,209,30834,1,LSS98,Vegan,LS18
P18684,AT2E,1,9752975,600,HJ950,Not Applicable,HJ15
Q18685,AT3H,1,30930,100,21705,Primeblue nylon,2113
R18686,TRVF,39,83430,1,IWO41,Vegan,IW14
S18687,AT26,1,3030975,100,FSD56,Primeblue nylon,FS12
T18688,ATP1,1,30308,100,EFG95,Recycled,EF19
U18689,TRVF,217,8342,35,LAF69,Vegan,LA1
V18690,AT2E,1,30302,303,LA896,Recycleable,LA16
W18691,TRK4,216,30305,1,FCE86,Recycled,FC18
X18692,AT2G,1,3030975,1,LEF40,Vegan,LE10
Y18693,AT2E,1,975345,101,GOI52,Low carbon footprint,GO15
Z18694,TRK4,252,30305,1,KYV45,Low carbon footprint,KY3
A18695,AT2E,1,3092,36,CEB20,Recycleable,CE4
B18696,AT2E,1,9752975,56,EBF93,Recycled plastic,EB15
C18697,ATAC,1,3030975,20,60476,Recycled plastic,601
D18698,AT2E,1,9752975,100,HGZ76,Vegan,HG13
E18699,M3X,36,897534,1,HGV27,Low carbon footprint,HG22
F18700,AT27,1,30302,100,KYU91,Low carbon footprint,KY14
G18701,M3X,205,8342,410,IXY32,Reegrow,IX22
H18702,AT3P,1,30302,100,EFN29,Reegrow,EF0
I18703,AT59,1,3030975,100,FYE10,PFC free,FY13
J18704,AT2E,1,885,100,ELJ95,Recycled plastic,EL5
K18705,AT2F,1,30308,100,IYH42,Not Applicable,IY21
L18706,AT2O,1,9752975,100,60675,Organic materials,601
M18707,TRK4,14,97528,1,IPZ39,Primeblue nylon,IP19
N18708,AT2E,1,9752975,1,FXU42,Not Applicable,FX23
O18709,DO07,37,975342,20,22199,Organic materials,2215
P18710,AT2E,1,97522,261,FWB58,Recycleable,FW0
Q18711,TRFT,36,97528,486,IYD63,Recycled,IY13
R18712,TRK4,176,303034,997,LEF01,Recycleable,LE4
S18713,AT2E,1,975345,100,FUG83,Organic materials,FU19
T18714,DO07,14,30305,689,JIK39,Reegrow,JI3
U18715,TRK7,267,30305,400,HJ055,Not Applicable,HJ9
V18716,TRK4,39,3099,1,LSO26,Recycled plastic,LS19
W18717,AT3N,1,30308,100,BEH82,Organic materials,BE3
X18718,M3X,39,9758975,26,EBF76,Recycleable,EB11
Y18719,M3X,267,975348,1,IYG48,PFC free,IY12
Z18720,DO07,267,303030,724,51287,PFC free,510
A18721,PRKQ,217,8342,1,GLO96,Reegrow,GL22
B18722,M3X,39,897534,20,KIO81,Reegrow,KI19
C18723,AT2E,1,3092,100,DUZ26,Recycled plastic,DU23
D18724,AT2F,1,3030975,1,28497,PFC free,285
E18725,AT2E,1,9752975,1,EZX83,Reegrow,EZ24
F18726,DO01,21,83430,3,IRI46,Low carbon footprint,IR19
G18727,AT2E,1,30934,506,LQC98,Vegan,LQ21
H18728,AT2R,1,30930,100,JLE68,Organic materials,JL20
I18729,AT2E,1,97534975,100,CEY90,Organic materials,CE2
J18730,DO27,68,9759756,100,EPB92,Recycleable,EP9
K18731,TRK4,19,342975,1,JDU66,Recycled plastic,JD1
L18732,M3X,61,975349,100,IUB73,Recycled plastic,IU9
M18733,DO07,209,3079,100,CEY67,Not Applicable,CE23
N18734,AT4B,108,89757,100,16560,Not Applicable,1622
O18735,AT2O,1,30308,150,DQV04,Low carbon footprint,DQ1
P18736,M3X,39,9758975,301,HBI34,Recycled,HB9
Q18737,AT4H,1,3030975,100,CDY46,Recycleable,CD1
R18738,DO07,21,303030,261,EPG57,Recycled plastic,EP3
S18739,AT28,1,30342,1,GLG06,PFC free,GL5
T18740,AT2E,1,9752975,51,GNH66,PFC free,GN22
U18741,TRKY,251,3078,100,23918,Not Applicable,230
V18742,TRK4,16,9758975,680,28497,Recycled,282
W18743,AT2E,1,9752975,100,EOW54,Recycled plastic,EO8
X18744,PRJN,44,975534,400,FRO19,Organic materials,FR2
Y18745,AT2E,1,3092,650,FBC71,Not Applicable,FB4
Z18746,TRFP,19,342975,100,FW974,Primeblue nylon,FW9
A18747,AT2E,1,30308,343,KXD52,Organic materials,KX16
B18748,AT2E,1,97534975,26,IXV91,Reegrow,IX16
C18749,M3X,79,30307,21,FUZ59,PFC free,FU6
D18750,AT2Y,1,30934,670,FRO48,Primeblue nylon,FR19
E18751,TRK4,216,303034,700,DBH42,Primeblue nylon,DB25
F18752,TRK4,24,3099,1,DBB06,Low carbon footprint,DB17
G18753,DO07,39,30834,116,GTF38,PFC free,GT3
H18754,AT56,1,30308,689,GDR00,Vegan,GD6
I18755,AT2E,1,3030975,1,GUE15,PFC free,GU15
J18756,DO0S,166,975349,1,FSX63,PFC free,FS20
K18757,AT2E,1,97522,662,KZI28,Recycleable,KZ0
L18758,TRKR,217,3079,1,16635,Low carbon footprint,1616
M18759,M3X,267,975348,1,GVT49,Organic materials,GV21
N18760,AT29,202,30302,100,EBE73,Recycled,EB13
O18761,AT8K,1,30302,1,21547,Recycleable,2114
P18762,AT2E,1,97522,100,ZD757,Recycleable,ZD12
Q18763,M3X,39,9759758,1,BG276,Recycled plastic,BG9
R18764,M3X,96,9753434,997,IPH50,Low carbon footprint,IP11
S18765,DO07,205,3099,600,JEA03,Reegrow,JE1
T18766,TRKD,43,975530,1,34725,Vegan,341
U18767,M3X,223,9759758,1,DVC40,Reegrow,DV9
V18768,DO07,205,303030,1,HJ835,Low carbon footprint,HJ1
W18769,AT2W,1,3030975,1,LAF47,PFC free,LA9
X18770,DO07,205,8342,100,HGM55,Recycled plastic,HG10
Y18771,ATPK,56,822,1,EFL22,Low carbon footprint,EF1
Z18772,AT27,1,3098,100,GVT96,Reegrow,GV10
A18773,DO05,44,303034,665,HHF86,Vegan,HH24
B18774,DO07,205,30345,1,IYA60,PFC free,IY0
C18775,TRK7,217,303034,1,30854,Primeblue nylon,3023
D18776,AT2Q,3,3096,36,IRM39,Primeblue nylon,IR11
E18777,AT2E,1,9752975,1,CEB41,Recycled plastic,CE2
F18778,AT2X,1,9752975,1,CDN67,Recycled plastic,CD13
G18779,TRTK,37,898,1,JQ870,Reegrow,JQ8
H18780,TRFP,15,975530,400,FCE84,Recycled,FC9
I18781,PRJN,44,975534,611,BTL66,Low carbon footprint,BT5
J18782,M3X,61,30307,997,GTE38,PFC free,GT17
K18783,AT2O,1,3030975,734,WF006,Organic materials,WF0
L18784,DO07,205,8342,408,MKH33,Recycled plastic,MK12
M18785,TRK7,39,3099,22,KXR31,PFC free,KX16
N18786,M3X,223,897530,1,LAF14,Organic materials,LA10
O18787,AT2E,1,975306,443,GVU00,Not Applicable,GV11
P18788,TRK4,16,9758975,100,IG126,Low carbon footprint,IG20
Q18789,AT2E,1,30302,1,HAG19,Recycleable,HA14
R18790,ATDD,19,342975,335,EFU56,Recycleable,EF1
S18791,AT2O,1,3030975,100,GUO67,Vegan,GU17
T18792,AT2E,1,30934,36,LDS56,Recycleable,LD10
U18793,AT2E,1,30308,100,GKZ60,PFC free,GK23
V18794,PRK6,156,30307,100,GVO91,Vegan,GV21
W18795,DO07,205,303030,308,FXI53,Vegan,FX22
X18796,AT2O,1,3030975,450,IOO69,Recycleable,IO5
Y18797,TRKJ,31,303034,1,FSC93,Recycled plastic,FS16
Z18798,AT2F,1,30302,1,BBJ13,PFC free,BB21
A18799,PRKQ,217,8342,1,CFB20,Low carbon footprint,CF25
B18800,DO07,205,975342,1,FRX84,Recycleable,FR3
C18801,TRFU,253,9759758,1,EBF42,Not Applicable,EB17
D18802,AT5E,108,89757,328,KXA93,Primeblue nylon,KX18
E18803,TRZR,216,303030,415,LGJ91,Recycled plastic,LG25
F18804,AT2Q,3,3096,471,EPD81,Recycled,EP20
G18805,M3X,66,30307,100,GLO06,Vegan,GL11
H18806,TRK7,39,303030,305,KYI93,Not Applicable,KY12
I18807,M3X,39,897534,400,EEE63,Recycleable,EE4
J18808,AT2E,1,97534975,1,LGA23,Recycleable,LG5
K18809,TRK4,19,342975,54,GLO06,Recycled plastic,GL21
L18810,DO01,73,3422,1,IA251,Reegrow,IA19
M18811,TR58,1,3428,33,EBN58,Recycled,EB19
N18812,TRK4,16,897530,400,GVS75,Not Applicable,GV5
O18813,DO07,205,83430,471,GTI16,Primeblue nylon,GT5
P18814,TRK4,252,303034,997,LDC79,Recycled plastic,LD21
Q18815,DO07,21,303030,261,GLD84,Not Applicable,GL20
R18816,DO4V,36,975534,1,KXJ73,Recycled plastic,KX1
S18817,TRK4,16,9758975,100,JDT49,Recycled,JD23
T18818,DO07,14,3078,100,HAD73,Recycleable,HA23
U18819,DO5W,44,3079,408,EPI53,Recycled plastic,EP14
V18820,DO07,206,975342,1,GVU17,Organic materials,GV2
W18821,TRKY,21,342975,100,GVX33,Reegrow,GV9
X18822,AT2E,1,3092,100,LDZ83,Primeblue nylon,LD22
Y18823,TRKD,44,975534,400,LTA09,Organic materials,LT4
Z18824,AT2E,1,885,400,IWW58,Not Applicable,IW24
A18825,DO5W,43,3079,408,IB960,Reegrow,IB20
B18826,DO07,205,3099,1,LRN31,Not Applicable,LR18
C18827,AT2R,1,885,1,10075,Reegrow,1018
D18828,AT2E,1,975345,100,23893,Recycleable,2314
E18829,DO07,206,975342,1,LEY97,Recycled,LE2
F18830,AT2X,1,30934,670,GVV22,Recycled,GV25
G18831,AT2E,1,9752975,457,KXM29,Low carbon footprint,KX9
H18832,AT2Y,1,30934,400,GVS06,Recycled plastic,GV5
I18833,AT2O,1,87975,1,EFK79,Recycled plastic,EF1
J18834,AT2X,1,3095,1,GUQ18,Recycled plastic,GU6
K18835,M3X,24,975348,400,EPH58,Reegrow,EP8
L18836,AT2Q,3,3096,100,LDG17,PFC free,LD3
M18837,PRWX,45,975534,20,KZA80,Low carbon footprint,KZ25
N18838,ATAC,1,3030975,100,GZQ68,Recycled,GZ22
O18839,M3X,267,975348,35,S2436,Organic materials,S214
P18840,TRK4,37,975342,400,A6792,Organic materials,A610
Q18841,TRK4,80,975349,1,GLC04,Reegrow,GL18
R18842,AT2Y,1,3098,408,DBG98,PFC free,DB19
S18843,DO31,216,303030,424,GLN23,Recycled plastic,GL1
T18844,AT4H,1,3030975,1,88786,Reegrow,8811
U18845,AT2X,1,30930,100,GLT57,Low carbon footprint,GL20
V18846,AT2O,106,9759758,1,GTF04,PFC free,GT13
W18847,TRKJ,13,975534,1,KXN68,Not Applicable,KX2
X18848,AT2E,1,975234,610,IYA22,Recycleable,IY11
Y18849,AT4T,104,9759758,1,EPG00,Vegan,EP22
Z18850,TRK4,16,9758975,100,KZC93,PFC free,KZ10
A18851,AT2E,1,9752975,100,HHL12,Primeblue nylon,HH20
B18852,AT2Y,1,30930,1,IB812,Recycled plastic,IB22
C18853,DO0I,37,975530,301,IYG50,Low carbon footprint,IY17
D18854,AT3M,1,3095,400,DBG71,Reegrow,DB1
E18855,AT27,1,3030975,1,13255,Recycled plastic,1325
F18856,TRGL,39,8342,1,GVU86,Recycled plastic,GV13
G18857,AT2R,1,3085,100,KYK65,Vegan,KY15
H18858,AT2F,161,3030975,1,GSV07,Recycled plastic,GS11
I18859,TRSV,44,975530,100,FWT32,Reegrow,FW0
J18860,M3X,44,975348,427,IPF21,PFC free,IP20
K18861,TRK7,267,89759,1,HII55,Vegan,HI8
L18862,AT26,201,3030975,100,GVU03,Low carbon footprint,GV1
M18863,AT2E,1,9752975,100,HBP07,PFC free,HB1
N18864,AT4I,1,3030975,26,31840,Vegan,318
O18865,TRK7,39,8342,35,JLZ01,Vegan,JL14
P18866,TRK4,19,34230,680,HBC31,Recycleable,HB19
Q18867,PRJN,44,30834,600,LDW22,PFC free,LD6
R18868,PR4H,43,97528,1,GVW03,PFC free,GV12
S18869,M3X,39,9758975,301,JAB64,Organic materials,JA11
T18870,TRSO,39,3079,408,23875,Reegrow,2318
U18871,TRK4,236,975349,1,FSX81,Low carbon footprint,FS0
V18872,AT2Q,3,3096,1,61395,Recycled plastic,6125
W18873,TRGL,217,975348,1,DQU66,Recycled plastic,DQ13
X18874,M3X,79,30307,21,DBE60,Not Applicable,DB1
Y18875,AT4B,108,9759758,730,ISF12,Recycled plastic,IS3
Z18876,AT2E,1,309975,1,FTM18,Recycled plastic,FT3
A18877,AT27,1,3095,1,DQZ66,PFC free,DQ12
B18878,AT5W,104,9759758,1,FUG83,Recycled plastic,FU18
C18879,AT2E,1,97534975,36,IYH37,Low carbon footprint,IY16
D18880,AT2X,1,3095,99,EBD34,Organic materials,EB0
E18881,TRFP,19,34230,841,IKI86,Reegrow,IK19
F18882,AT2E,1,97522,650,19652,Recycled plastic,1925
G18883,M3X,61,30307,997,IB849,Recycled,IB21
H18884,TRK7,117,303034,100,IUB79,Organic materials,IU24
I18885,DO07,267,303030,35,HL353,Recycled plastic,HL20
J18886,AT5I,1,3428,1,GES26,PFC free,GE14
K18887,TRKX,287,975534,100,LET04,Not Applicable,LE7
L18888,M3X,66,975349,1,GTA11,Recycleable,GT13
M18889,DO05,37,3078,1,29897,Recycled,2915
N18890,PRPG,37,342975,200,HJ874,Recycleable,HJ10
O18891,TRK4,215,878,343,BG157,Low carbon footprint,BG18
P18892,AT4M,1,3030975,100,GNX20,Vegan,GN24
Q18893,AT28,1,3030975,1,P2698,Recycled,P219
R18894,TRK4,215,878,56,EFU53,Reegrow,EF24
S18895,DOLI,91,975349,1,KYM98,Organic materials,KY23
T18896,AT26,1,30930,100,BTL66,Recycled,BT4
U18897,AT28,1,3030975,400,IHU98,Recycleable,IH1
V18898,DO07,267,9758975,1,GJQ30,Recycled plastic,GJ1
W18899,M3X,44,975348,100,IXW32,Organic materials,IX14
X18900,PRR2,39,3079,400,FYE27,Primeblue nylon,FY6
Y18901,TRFX,44,975534,665,GYB37,Recycleable,GY10
Z18902,AT28,1,3030975,400,KYM98,Organic materials,KY17
A18903,PRWX,45,975534,400,LEO65,Recycled plastic,LE9
B18904,M3X,14,8342,1,JAD56,Reegrow,JA10
C18905,TRK4,16,9758975,100,IG194,Organic materials,IG13
D18906,TRKR,36,3078,22,28551,PFC free,2823
E18907,TRK4,267,975342,1,IXV65,Primeblue nylon,IX10
F18908,AT2O,1,3030975,20,KYQ94,Reegrow,KY25
G18909,AT2E,1,9752975,100,DVI15,Recycled plastic,DV23
H18910,TRK4,37,975342,400,EBH27,Primeblue nylon,EB11
I18911,TRK4,14,97526,674,FCA07,Not Applicable,FC7
J18912,AT28,1,3030975,100,FSN56,Recycleable,FS23
K18913,DO01,24,8347,1,EOT91,Vegan,EO5
L18914,AT2Q,3,3096,1,AT202,Low carbon footprint,AT11
M18915,AT2Q,3,3096,674,25278,Organic materials,2522
N18916,AT4T,104,89757,100,DRA56,Vegan,DR22
O18917,AT2E,1,9752975,100,KYY93,Recycled plastic,KY1
P18918,DO07,205,83430,100,KYQ75,Recycled,KY15
Q18919,DO2Z,39,83430,1,29716,Reegrow,295
R18920,AT2Q,3,3096,1,KYF99,Recycleable,KY9
S18921,DO07,14,3079,345,FUD01,Vegan,FU19
T18922,DO01,67,3072,313,FUD02,PFC free,FU24
U18923,M3X,39,897534,36,AV217,Reegrow,AV10
V18924,AT2R,1,3088,429,IXY08,Vegan,IX24
W18925,DO07,205,30345,100,DVE90,Organic materials,DV1
X18926,TRK4,24,9758975,300,LDF04,PFC free,LD9
Y18927,AT2O,108,9759758,1,FRT93,PFC free,FR7
Z18928,DO01,24,8342,100,FBP51,Reegrow,FB10
A18929,TRK7,217,303034,304,HKP75,PFC free,HK2
B18930,AT26,1,3085,100,IG147,Not Applicable,IG24
C18931,PRJP,217,975530,100,24916,Organic materials,241
D18932,TRK7,51,30305,35,GUR86,Recycled,GU25
E18933,AT2R,1,3088,429,GTB85,Reegrow,GT19
F18934,TRK4,212,34230,450,IHS67,Recycled plastic,IH22
G18935,AT2R,1,8830,1,GLH17,PFC free,GL17
H18936,PRR2,39,3099,1,LDG07,Reegrow,LD19
I18937,DO07,34,303034,80,KZQ06,Reegrow,KZ17
J18938,TRFU,45,975530,1,IJM34,Recycleable,IJ25
K18939,TRFX,21,97526,1,KXO49,Reegrow,KX20
L18940,TRK4,37,3097,408,HFX94,Primeblue nylon,HF3
M18941,AT28,1,30308,100,EBN72,Organic materials,EB23
N18942,AT2E,1,9752975,1,BTO43,Organic materials,BT18
O18943,TRFU,44,303034,1,GZQ41,Low carbon footprint,GZ11
P18944,TRK4,219,3097,1,JIB94,Not Applicable,JI1
Q18945,AT2X,1,30930,275,EBR69,Recycled,EB18
R18946,M3X,39,897534,415,BTL66,Reegrow,BT22
S18947,TRK7,39,3099,1,IXW04,Low carbon footprint,IX23
T18948,AT2X,1,3098,100,BER60,Recycled plastic,BE20
U18949,AT2E,1,9752975,1,KZH64,Organic materials,KZ16
V18950,TRKF,37,30305,400,EOT69,Primeblue nylon,EO5
W18951,AT2X,1,3095,99,AQT29,Vegan,AQ21
X18952,TRK4,21,97528,665,BTB73,Organic materials,BT24
Y18953,AT2O,108,9759758,100,FSF90,Not Applicable,FS16
Z18954,TRK4,39,303034,500,LIF58,PFC free,LI14
A18955,TRK4,13,97528,1,JEV68,Primeblue nylon,JE19
B18956,TRTJ,267,975530,400,GFA09,Low carbon footprint,GF5
C18957,AT39,104,9759758,600,JLD62,Reegrow,JL19
D18958,AT2E,1,97522,100,HHA91,PFC free,HH15
E18959,AT28,1,30308,681,BTF65,Low carbon footprint,BT3
F18960,TRGK,16,9758975,689,FSM72,Recycled,FS12
G18961,DO07,21,303034,665,GNX24,Recycled,GN9
H18962,AT2E,1,30934,56,EBR74,Not Applicable,EB10
I18963,TRKF,252,303030,1,HAL00,Low carbon footprint,HA4
J18964,DO05,43,3078,502,FBB42,Not Applicable,FB0
K18965,AT2E,1,3092,33,HIF38,Primeblue nylon,HI13
L18966,M3X,37,975348,1,HII93,Recycled,HI24
M18967,AT48,202,3098,100,GJO41,Recycled,GJ4
N18968,M3X,267,975348,827,BTO55,Recycled,BT9
O18969,TRK4,219,3079,1,29937,Recycled,2918
P18970,TRLH,14,83430,650,GLC06,Low carbon footprint,GL19
Q18971,TRKY,251,3078,662,HKP64,Reegrow,HK16
R18972,TRK7,267,3099,1,IXS93,Recycleable,IX9
S18973,DO0S,219,878,100,DVE38,Low carbon footprint,DV21
T18974,TRVF,217,8342,20,KZN38,Vegan,KZ21
U18975,AT2E,1,9752975,1,BTE55,Organic materials,BT22
V18976,AT2E,1,3095,408,LEY97,Recycled plastic,LE23
W18977,AT2E,1,9752975,730,GOR48,Not Applicable,GO6
X18978,AT5A,163,3030975,471,EBH20,PFC free,EB22
Y18979,DO07,14,303030,400,KZN48,Reegrow,KZ5
Z18980,DO1A,19,34230,100,GVW83,Low carbon footprint,GV12
A18981,M3X,39,897530,650,DBB37,PFC free,DB8
B18982,AP4D,156,3086,100,GVU47,Low carbon footprint,GV15
C18983,AT2P,106,9759758,1,HHA99,Low carbon footprint,HH13
